-187.5   122.0   24.0    -164.5   182.0   19.0    -154.6   247.0   31.0 
-150.2   223.0   33.0    -132.7   571.0   46.0    -124.8   687.0   63.0 
-121.2   769.0   89.0    -111.5   853.0  163.0    -111.5   808.0   72.0    
-107.4   860.0   90.0    -105.3  1027.0   83.0     -97.5  1061.0   68.0 
 -95.2  1369.0  111.0     -94.0  1329.0  128.0     -90.3  1554.0  164.0 
 -90.3  1205.0  161.0     -76.9  1323.0  192.0     -70.8  1647.0  250.0 
 -67.5  2115.0  311.0     -67.5  1952.0  203.0     -64.1  1749.0  182.0 
 -54.6  2137.0  405.0     -50.3  2484.0  194.0     -50.3  2594.0  214.0 
 -45.6  1997.0  192.0      45.6  2761.0  225.0      46.0  2392.0  336.0 
  50.3  2476.0  181.0      58.6  3072.0  198.0      60.5  2266.0  232.0 
  67.5  2299.0  461.0      69.1  2653.0  189.0      70.8  1389.0  110.0 
  70.8  1751.0  185.0      70.8  1348.0  198.0      76.9  1436.0  475.0 
  76.9  1416.0  149.0      79.7  1524.0  101.0      81.1  1557.0  367.0 
  85.2  1342.0  156.0      90.3  1517.0  194.0      90.3  1297.0  172.0 
  90.3  1170.0  200.0      92.8  1322.0  148.0      94.0  1217.0  124.0 
  95.2  1018.0  127.0     102.0   930.0  124.0     105.3   916.0   85.0 
 105.3   741.0   88.0     111.5   795.0   73.0     111.5   615.0   82.0 
 112.5   619.0   46.0     117.4   525.0  162.0     117.4   511.0  214.0 
 117.4   771.0   51.0     120.2   537.0   41.0     124.8   563.0   58.0 
 124.8   530.0   50.0     124.8   540.0   46.0     127.5   536.0   51.0 
 127.5   427.0  102.0     131.0   442.0   74.0     133.5   483.0   53.0 
 137.7   383.0   27.0     143.3   356.0   43.0     144.1   341.0   31.0 
 144.1   261.0   30.0     145.6   314.0   27.0     150.2   163.0   32.0 
 150.2   203.0   36.0     153.9   212.0   34.0     154.6   208.0   24.0 
 154.6   181.0   20.0     154.6   211.0   18.0     164.5   152.0   21.0 
 164.5   139.0   17.0     164.5   166.0   17.0     165.2   137.0   25.0 
 171.2   132.0   12.0     187.5    80.0   10.0 
